"comment_author","comment_date","comment_text"
"Song Xia","2021-12-19T14:42:34Z","Miles Dugmore White people emitted the most since the Industrial Revolution."
"Stephen Light","2021-10-31T16:31:25Z","Great idea! This allows China to build more than the 21 already in progress coal fired power plants in 2021! Brilliant! (By the way, if I was Chinese, I’d do the same!)"
"Miles Dugmore","2021-10-31T06:32:50Z","@Nj Nihal the current biggest polluters are 1/ China, 2/ the USA - 2%, 3/ India which is increasing fast + 4.7 % in 2020 (your facts are wrong) 4/ Russia... so you are wrong.. and then we will have Africa in the future and with a population estimated to be between 4,500 million and 5,000 million in 2100.. even if they all are just riding a motorcycle, the CO2 budget will go through the roof whatever anyone else does..."
"Relson Moral","2021-10-31T06:20:16Z","@Miles Dugmore yeah"
"Miles Dugmore","2021-10-31T06:06:10Z","@Relson Moral you mean China ?"
"N Hinton","2021-10-31T03:25:37Z","@P G I know, things are getting pretty surreal."
"P G","2021-10-31T03:09:52Z","@N Hinton I live in Canada and we already have days above 45 degrees celcius in my region, while it was maximum 35 when I was younger.  Lytton in British Columbia goat 3 days above 50 degrees celcius this summer.  Northern regions are warming faster than the rest of the world since during summer, we get much longer suntime, meaning more heat"
"N Hinton","2021-10-30T23:50:19Z","Yeah, Russia and Canada for about 10 years ,after 10 years they will be too hot to grow most crops"
"tsunamis82","2021-11-02T10:13:52Z","Stop using fossil fuels and try and grow your own vegetables. That is possible in pots in an apartment. Every bit helps."
"Kris Brooks","2021-10-31T23:09:05Z","@Tobias Stevens think of a communist government as one big corperation with the monopoly and everyone is an employee of the government, so they are not free because they depend upon the state for most of the things they need. They have no choice to choose a different provider that might be cheaper and a better service but when it is a few companies running things it is also a monopoly or duopoly so not a free market where small businesses can compete. Small companies are forced to innovate and there is healthy competition. This is why I use different terms capitalism and corperatism. The conservatives are not really capitalists but they say they are but they are in bed with big business, so monoplies are created which start to collapse. Then Labour steps in and says we have nationalise which works for a while but also collapses because it is also a monopoly. But people believe in this false left right parradigm, but I think its a false choice of pepsi or coke illusion of choice, doesnt make the people free"
"Kris Brooks","2021-10-31T22:59:43Z","@Tobias Stevens no I don't think what you say. So I go to a butcher in my town, he is a small business, so if capitalism is corperations, how do we classify him? With your reasoning we have to say his business is a corperations and a greedy capitalist. So how do we encourage small business and not big corperations? I suggest that we don't encorage large government that does deals with big busness and rigs the game fir them. My dad used to have a book shop and they got rid of the net book agreement so now books can be sold at any price so big companies undercut. The government took that away or big busness lobying government depending on how you look at it. Governemnt wont break up these corperations so they dont represent the people. The solution is less tax so people can choose how to spend their money and government is small. Communists = big government and Naxi = big government. The founding of the US was small government."
"Tobias Stevens","2021-10-31T22:39:39Z","@Kris Brooks The country is run by corporations. Which is a consequence of capitalism. If you think communism is where corporations run the state, you might want to do a little more studying."
"Kris Brooks","2021-10-31T21:11:56Z","@Tobias Stevens no you're wrong, we are not in a capitalist system because its corperatism, so theres no free market. The world economic forum are proposing stakholder capitalism but its corperatism, similar to naxi germany so big corperations, monopolioes, where governments are in bed with corperations, so similar to communism as bother are monopolies. So we get presented with a false choice of two seeming opposing system both not representing the people but in reality are very similar to each other."
"Rudl Za Vedno","2021-10-30T22:47:41Z","Lots of scientist are talking about it, one of the more vocal ones are prof Tim Garrett & co with their ""growth as a symptom"" hypothesis. They treat civilization like a “heat engine” that “consumes energy and does 'work' in the form of economic production, which then spurs it to consume more energy.” Their study came to two surprising conclusions. First, although improving efficiency through innovation is a hallmark of efforts to reduce energy use and greenhouse gas emissions, efficiency has the side effect of making it easier for civilization to grow and consume more. Second, that the current rates of world population growth may not be the cause of rising rates of energy consumption, but a symptom of past efficiency gains.

""Advocates of energy efficiency for climate change mitigation may seem to have a reasonable point,"" Garrett says, ""but their argument only works if civilization maintains a fixed size, which it doesn't. Instead, an efficient civilization is able to grow faster. It can more effectively use available energy resources to make more of everything, including people. Expansion of civilization accelerates rather than declines, and so do its energy demands and CO2 emissions."" 
The problem is in world policy makers who don't wanna hear anything about their scientific findings."
"N Hinton","2021-10-30T23:42:13Z","Your brain does not exist."
"Noom Bornugly","2021-10-31T05:45:11Z","Become millionaire that how it works out"
"User","2021-10-30T23:08:14Z","I had zero hope up until this year. It's seems that governments all around the world are now taking concrete steps to slow down the heating process. It seems that we are going to make it!"
"wtf bros","2021-10-31T03:32:59Z","ITT: Steve Miley and his sockppuppets talk about how great Steve Miley is"
"Adrian","2021-10-30T23:48:06Z","The monetary system is the problem more monetarism isn't going to fix this bud, hah investing we really are in trouble."
"_--","2021-10-30T23:01:47Z","Bots strike again"
"Lorenzo Fernades","2021-10-30T22:26:23Z","Believe me  he's the best when it comes to Cryptocurrency trading, your profit is assured."
"Freedom in Thought","2021-10-30T22:25:49Z","Many reviews about him always on YouTube I think I'll trade with him. I really want to win too."
"GCSE History Lessons","2022-12-19T12:59:35Z","@Robert Williamson hot weather without rain = dry trees and grass. That means bigger fires as soon as one starts. 
Yours sincerely, an Australian."
"Only One","2022-09-18T01:04:08Z","In the 1960s, talk about the plight of the Third World was being done on the news.  President Kennedy started the Peace Corps to help.  The last I saw various U.S. federal agencies had programs to assist the 3rd-World.  A lot of those countries have fast growing populations in comparison to the western world."
