"comment_author","comment_date","comment_text"
"Tcmtech","2018-01-03T04:26:59Z","In all other real scientific fields and studies any questionable claim is peer reviewed and tested thoroughly many times over before it becomes a valid claim of any kind no matter how significant or insignificant the new finding may be.

When any scientist makes a major claim and then refuses to submit their research data for extensive independent peer review or when any such reviewed data is found to be repeatedly wrong it is not something that any decisions should ever been based on let alone be allowed to be made the basis for a political agenda."
"tbwpiper","2018-01-03T02:07:25Z","Libs' compulsion to control every aspect of our lives runs through the meatheads like a cheap dye.  They're useless communists who hate our freedom."
"Rodolfo Peralta","2018-01-01T16:37:08Z","Good job Stossel! Thanks!"
"Remco Van Ek","2018-01-01T16:28:16Z","Lying has become the gold standard for right wing USA. BUNCH OF MOTHER FUCKERS. https://climate.nasa.gov/scientific-consensus/"
"Ivan Davidek","2017-12-31T04:02:44Z","This is the most retarded video from Stossel... I enjoy a lot of his work, but this is just sad...."
"Walter 1408","2017-12-30T23:45:12Z","And we can make it all better with a big tax."
"Michael Higgins","2017-12-30T18:23:14Z","Obama is/was wrong - the debate is NOT over."
"Michael Higgins","2017-12-30T18:20:55Z","Niel is falling victim to the ""culture if lying."""
"Paul Damon","2017-12-30T11:31:38Z","The projection is interesting"
"Makar Lock","2017-12-30T02:39:05Z","i actually hella respect Bill Mumo for having an intellectual discussion and being calm and making his point"
"drsevrin100","2017-12-30T02:03:36Z","The debate is settled?"
"Larry Burke","2017-12-28T16:49:31Z","Stossel=Cuckold 
Get over this stupid, selfish prick already."
"James California","2017-12-25T13:02:49Z","~ When I hear people talk about ""global warming "" I say to them "" _Roast in peace !_ "" `😄♨"
"Jeremy Lee Potocki","2017-12-24T08:09:26Z","Actually Mr. Wizard can set them straight about the ice melting just search for ""mr. wizard ice"" and see the truth about the dangers of Ice melting."
"Bram Huysen","2017-12-22T16:42:09Z","Climat change is a natural phenomenon that has been going on in cycles for thousands and thousands of years.t At times you have an Ice Age, then some time later you witness warming (over several centruries). To put it briefly: 
1. Recent cycles of advancing and retreating ice sheets have occurred approximately every 100,000 years, as agreed upon by 90% scientists. In other words the world warms and cools naturally over that period of time.
2. The warmest peak of warming occurred during the Holocene (10,000 years ago, after 80,000 years of Ice Age)
3. The interference of man with these climate changes since the 1750's is far too insignificant for us to claim it has some disastrous impact. The carbon print is only responsible for an increase of 0.2% in the overall increase of temperature since the 1950's and only a small amount of the ozone layer depletion, which, although real, is not much to worry about (the ozone layer naturally reconstructs itself gradually anyway).
- Pollution (industrial and domestic and deforestation) is indeed a problem, especially in India, Brazil and China (the worst polluters on the planet), but even though it it is true they do wreak some local havoc, they have only a very  limited impact on the warming of our globe as a whole.
- ""Global Warming"" is nothing but a false theory contrived by the radical left to force the goverments (think Europe) they control through their ""Green Parties"" (Enviromentalists) to allocate budgets to their cronies, most of which goes into the bank accounts of devoted friends and corrupt politicians (the whole of the EU).They advocate ""clean enerigies"" (Biofuel, Biomass, Geothermal, Hydropower, Solar energy,Tidal power, Wave power., Wind poweR) as a total replacement for traditional energies that cost only a fraction and don't.change the climate.
- As with so many other things, the radical left is telling you lies, lies, and more lies. Their ""climate change"" alarmism is FAKE and PURE INDOCTRINATION.
Don't fall for it, do your own research, educate yourself, and don't forget that if Donald Trump pulled out of the Paris Climate Agreement, it's because he had a very good reason. You may not like him, but bear in mind he is a successful business man.
And good business men can smell a scam miles awy."
"Grant Keller","2017-12-19T17:42:16Z","OMG...Can't believe just how little people are ""aware"" of...Oil is not a ""fossil fuel"" for starters and ""geo weather engineering"" has existed for decades..."
"Chernobyl Farms","2017-12-18T20:43:44Z","In the minds of the Globalist Oligarchs, they who consider ordinary people to be less than insects, this screw-tightening on energy use ultimately will lead to population reduction.  If you will, ""global WORMING.""  Ridding the economic pipelines of ""useless eaters."""
"Chernobyl Farms","2017-12-18T20:36:42Z","The Devil is in the warped timescale.  ""Run!"" cries Chicken Little, ""the glaciers are melting!"""
"Jamie E","2017-12-17T20:09:38Z","If all the polar ice cap melts, 97% agree that John Stossel's mustache will save us."
"Russ G","2017-12-11T16:58:04Z","Yes, at one time sea levels WERE '20 ft higher' than they are now; it's known that most of Florida was under water."
"Russ G","2017-12-11T16:56:42Z","At one time, ""ninety-seven percent' of so-called 'scientists' did ""agree' that the Earth WAS FLAT.  If they failed to 'agree"" the Catholic Church would ex-communicate them and persecute them as heretics."
"nintendo9231889","2017-12-08T05:10:02Z","I just don't know what to think on climate change anymore. It seems like a complex issue. But I don't want glysophate or fluoride in my water! How about fix something that is a fact."
"LURIFAX","2017-12-07T10:45:09Z","I gave a like for Stossel's Kekistan tie XD."
"William Munro","2017-12-04T08:04:08Z","Follow the money. Who's making a profit from the climate change fraud? The average world temperature has not changed since 1998, so let's call it climate change."
"Fun You","2017-11-29T03:55:42Z","Lol the points you guys make are silly, brining up the hot v cold thing for one. Yeah the earth goes through cycles of ice ages and heat flashes. Yeah the guys joined up to exaggerate facts (the only way government functions now). And to that I say good points. Let’s remove all caps on green house gasses and other “toxic” vapors emitted. You know why cause I trust my judgement more than that of individuals who have earned doctorates and reason for living is gathering data. And I live near a factory you can hardly tell the fumes from the smog. Also the increase of natural disasters have nothing to do with complex natural systems that quite literally control the weather. Also screw the Democrats. I don’t like how they care about things and are nice. Yes I’m making fun of your viewpoints “reason”  it’s the price of being a niche entertaining channel."
"kbkesq","2017-11-28T17:07:45Z","Nicely done. Glad he showed the clips and also glad he interviewed both sides and didn’t edit out opposing views. Let the viewer decide. This just comes down to perspective. It isn’t our number one emergency and we should be concerned when leaders quote this “97%” factoid which is so very misleading."
"bluewater454","2017-11-28T14:19:44Z","The climate change movement is not about the climate. It is about money and control. A socialists wet dream."
"Ericus Maximus","2017-11-25T12:18:58Z","Boiled down. .... Snake oil hustlers."
"Christopher Miller","2017-11-21T22:24:04Z","living in ottawa Canada means global warming will be good! we will even get a new shipping route. MY city isn't along the ocean... but there are people who WILL suffer from this. the earth won't care if it gets hotter, it's about humanity. I hate the idea of save the earth. earth will be fine!!!"
"Tekman_ 1992","2017-11-17T06:27:45Z","Maybe it's natural because the earth could be tilting towards a little closer to the sun. The ice age happened because the earth tilted farther away from the sun. Ice age wasn't man made."
"stormin norman","2017-11-16T01:34:51Z","i wish florida got some water at least it would be cooler outside"
"77tubuck","2017-11-14T19:02:32Z","But there is so much we can do about climate change.  (i.e. cycling to work and car pooling)  I don't understand what all these climate change deniers are afraid of.  It is almost as if they are more scared of climate change then us."
"hazelwood55","2017-11-13T01:42:26Z","I am torn on this. I think the earth is always evolving and changing and think very little is due to mankind. But I also went to Ohio State (Geology major) in the early 80's and Richard Alley (@ 3:06) and was a graduate student at OSU at the time. Rich was one of the smartest people I ever met. If Rich believes in man made climate change, I have to seriously listen to the argument."
"Karen Kordes","2017-11-12T08:22:40Z","I'm a hard-core Libertarian and I am NOT a climate denier!  Watch out guys, people like Stossel are Ayn Rand Objectivist cult followers that follow Rand's wacky philosophy. Back in the day, we used to call them ""Randroids"".  They make up this crap because they don't want to change their lifestyle.  They're the opposite side of the same coin as the leftists and socialists.  The coin of lies, lies and more lies just to justify their position.  Global warming is REAL and dangerous!  I do believe however, that Thorium breeder reactors are the way to go for dependable energy production."
